source,id,issue,solution
HF Discussion,tiiuae/Falcon3-10B-Instruct-GGUF-3,"Harmful/Undesired model output, Model input manipulations and evasions, Flawed or insecure prompt/template design","Dependency Version Upgrade, , Secure Prompt Formatting Techniques"
HF Discussion,Spestly/Ava-1.0-12B-3,"Harmful/Undesired model output, Flawed or insecure prompt/template design, Data leakages during model training/inference/usage",
HF Discussion,redrix/nepoticide-12B-Unslop-Unleashed-Mell-RPMax-1,"Harmful/Undesired model output, File format and loading incompatibility, Data leakages during model training/inference/usage ","Secure Prompt Formatting Techniques, , Modify configurations for enhanced compatibility"
HF Discussion,mradermacher/Llama-3-8B-Web-GGUF-1,"Data leakages during model training/inference/usage, Harmful/Undesired model output, Security risk from deficient data quality",
HF Discussion,intfloat/multilingual-e5-large-19,"System resource exhaustions, Unsafe memory usage",Memory Safety & Resource Management Techniques
HF Discussion,liuhaotian/llava-v1.5-7b-17,"Deployment misconfigurations, Software Dependencies Compatibility Issues	","Dependency Version Upgrade, Modify configurations for enhanced security"
HF Discussion,Salesforce/xgen-7b-8k-base-11,"Software Dependencies Compatibility Issues, File format and loading incompatibility, Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution","Secure Code Execution Implementation, "
HF Discussion,Groq/Llama-3-Groq-8B-Tool-Use-6,"Flawed or insecure prompt/template design, Software Dependencies Compatibility Issues","Modify configurations for enhanced security, Secure Prompt Formatting Techniques, "
HF Discussion,lmstudio-community/Meta-Llama-3-70B-Instruct-GGUF-4,"Harmful/Undesired model output, Failure of Model Generation Control Parameters, Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities, ",Dependency Version Upgrade
HF Discussion,MaziyarPanahi/Meta-Llama-3-8B-Instruct-GGUF-7,"Harmful/Undesired model output,
Failure of Model Generation Control Parameters,
File format and loading incompatibility,
Flawed or insecure prompt/template design, ","Modify configurations for enhanced security, Secure Prompt Formatting Techniques"
HF Discussion,Salesforce/qaconv-roberta-large-squad2-2,"Limited capabilities of security tools, System/Software unsafe deserialization, ",
HF Discussion,inceptionai/jais-30b-chat-v3-1,"Unreliable content filtering mechanism for model output, Model input manipulations and evasions, Harmful/Undesired model output, Flawed or insecure prompt/template design, 	","Secure Prompt Formatting Techniques, "
HF Discussion,Snowflake/snowflake-arctic-embed-m-long-11,"System/Software unsafe deserialization, File format and loading incompatibility","Secure Code Execution Implementation, Secure Model Format Adoption"
HF Discussion,Yukang/LongAlpaca-13B-1,"System/Software unsafe deserialization, File format and loading incompatibility, Software Dependencies Compatibility Issues, , 	","Secure Model Format Adoption, Dependency Version Upgrade, "
HF Discussion,Unbabel/TowerInstruct-7B-v0.1-4,"Failure of Model Generation Control Parameters, File format and loading incompatibility,  Harmful/Undesired model output, System resource exhaustions, Deployment misconfigurations, Failure of Model Generation Control Parameters",Modify configurations for enhanced security
HF Discussion,crlandsc/bsrnn-drums-1,"File format and loading incompatibility, System/Software unsafe deserialization, Data tampering during deployments,",Dependency Source Vetting and Control
HF Discussion,grammarly/coedit-xxl-3,"System/Software unsafe deserialization, System/software arbitrary code execution","Secure Model Format Adoption, Secure Code Execution Implementation, "
HF Discussion,rexwang8/qilin-lit-6b-1,"File format and loading incompatibility, Platform API Availability/Error","Dependency Source Vetting and Control, Modify configurations for enhanced security"
HF Discussion,ravenscroftj/CodeGen-6B-multi-ggml-quant-1,File format and loading incompatibility,
HF Discussion,TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GPTQ-5,"File format and loading incompatibility, System resource exhaustions, Environmental Compatibility Issues, Limited capabilities of security tools","Dependency Source Vetting and Control, Modify configurations for enhanced compatibility, Modify configurations for enhanced security, Dependency Version Upgrade"
HF Discussion,PygmalionAI/pygmalion-7b-5,"File format and loading incompatibility, Deployment misconfigurations",Modify configurations for enhanced security
HF Discussion,TheBloke/MPT-7B-Instruct-GGML-1,"File format and loading incompatibility, Software Dependencies Compatibility Issues,  ",", Modify configurations for enhanced compatibility"
HF Discussion,alibaba-pai/Qwen2-7B-Instruct-Exp-1,"File format and loading incompatibility , Platform API Availability/Error","Dependency Source Vetting and Control, Dependency Version Upgrade"
HF Discussion,BelleGroup/BELLE-LLaMA-EXT-13B-1,"File format and loading incompatibility, Deployment misconfigurations","Modify configurations for enhanced security, "
HF Discussion,mradermacher/CodeRosa-70B-AB1-GGUF-1,"File format and loading incompatibility, Harmful/Undesired model output, Flawed or insecure prompt/template design",", Modify configurations for enhanced compatibility"
HF Discussion,segmind/SSD-1B-5,"Harmful/Undesired model output, File format and loading incompatibility, Software Dependencies Compatibility Issues",Modify configurations for enhanced compatibility
HF Discussion,h94/IP-Adapter-39,"File format and loading incompatibility, System/Software unsafe deserialization",Component Removal/Replacement
HF Discussion,flashvenom/Airoboros-13B-SuperHOT-8K-4bit-GPTQ-1,"File format and loading incompatibility, Software Dependencies Compatibility Issues, Environmental Compatibility Issues, Deployment misconfigurations, Harmful/Undesired model output,  ","Dependency Version Upgrade, Modify configurations for enhanced compatibility, Modify configurations for enhanced security, "
HF Discussion,LoneStriker/Bagel-Hermes-2x34b-5.0bpw-h6-exl2-1,"File format and loading incompatibility, Deployment misconfigurations, ",", Modify configurations for enhanced security"
HF Discussion,mistralai/Mixtral-8x22B-Instruct-v0.1-54,"Flawed or insecure prompt/template design,  ",", Secure Prompt Formatting Techniques, Modify configurations for enhanced security"
HF Discussion,AetherArchitectural/GGUF-Quantization-Script-19,"Deployment misconfigurations, Software Dependencies Compatibility Issues, Improper authentication and authorization",", Implementation of Authentication Mechanisms"
HF Discussion,epfl-llm/meditron-7b-4,"Improper authentication and authorization, , Deployment misconfigurations","Modify configurations for enhanced compatibility, Implementation of Authentication Mechanisms"
HF Discussion,meta-llama/Meta-Llama-3-8B-Instruct-68,"Improper authentication and authorization, , Software Dependencies Compatibility Issues	","Implementation of Authentication Mechanisms, Dependency Version Upgrade"
HF Discussion,diarizers-community/speaker-segmentation-fine-tuned-callhome-eng-1,,Authorization & Permission Controls
HF Discussion,google/gemma-2-2b-27,"Improper authentication and authorization, 	","Implementation of Authentication Mechanisms, "
HF Discussion,mistralai/Mistral-Nemo-Instruct-2407-15,Improper authentication and authorization,"Authorization & Permission Controls, "
HF Discussion,meta-llama/Meta-Llama-3-8B-Instruct-97,"Improper authentication and authorization, Platform API Availability/Error,  	","Authorization & Permission Controls, , Secure Deployment Strategies, Modify configurations for enhanced security"
HF Discussion,google/gemma-7b-31,"Improper authentication and authorization, Platform API Availability/Error,  	","Authorization & Permission Controls, , Secure Deployment Strategies"
HF Discussion,google/flan-t5-xxl-67,"Improper authentication and authorization, Platform API Availability/Error,  	","Authorization & Permission Controls,  , Modify configurations for enhanced compatibility"
HF Discussion,enhanceaiteam/Flux-uncensored-25,", Improper authentication and authorization, Platform API Availability/Error, Unreliable content filtering mechanism for model output",
HF Discussion,microsoft/Florence-2-base-ft-4,"System/software arbitrary code execution, Use of untrusted dependency sources, 	",", Secure Code Execution Implementation, Dependency Version Upgrade"
HF Discussion,nubby/kl-f8-anime2-blessed-1,"System/Software unsafe deserialization, System/software arbitrary code execution","Secure Model Format Adoption, Secure Code Execution Implementation, "
HF Discussion,cognitivecomputations/dolphin-2.2-70b-2,"System/Software unsafe deserialization, System/software arbitrary code execution,  Limited capabilities of security tools, File format and loading incompatibility","Secure Model Format Adoption, Secure Code Execution Implementation, , Dependency Source Vetting and Control"
HF Discussion,microsoft/Florence-2-large-ft-22,"Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution,  ","Secure Code Execution Implementation, Secure Deployment Strategies"
HF Discussion,tiiuae/falcon-40b-instruct-27,"System/software arbitrary code execution, ,  ","Secure Code Execution Implementation, , Modify configurations for enhanced security"
HF Discussion,jinaai/jina-embeddings-v2-base-zh-19,,"Secure Deployment Strategies,"
HF Discussion,nomic-ai/nomic-embed-text-v1-12,"Data leakages during model training/inference/usage,  ,  Software Dependencies Compatibility Issues","Secure Deployment Strategies, , Secure Code Execution Implementation, Modify configurations for enhanced security "
HF Discussion,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct-2,"System/software arbitrary code execution,Use of untrusted dependency sources	",", Secure Code Execution Implementation"
HF Discussion,pansophic/rocket-3B-1,"System/software arbitrary code execution, System/Software unsafe deserialization",Secure Model Format Adoption
HF Discussion,tiiuae/falcon-40b-instruct-71,"System/software arbitrary code execution, Use of untrusted dependency sources",
HF Discussion,mistralai/Mixtral-8x7B-Instruct-v0.1-118,"File format and loading incompatibility,  Deployment misconfigurations, Platform API Availability/Error, System resource exhaustions",Modify configurations for enhanced security
HF Discussion,jinaai/jina-reranker-v1-turbo-en-7,System/software arbitrary code execution,
HF Discussion,mosaicml/mpt-7b-instruct-12,"System/software arbitrary code execution,  ",", Secure Code Execution Implementation, Secure Deployment Strategies"
HF Discussion,openbmb/MiniCPM-Llama3-V-2_5-17,"System/software arbitrary code execution,  Use of untrusted dependency sources	",", Secure Code Execution Implementation, Dependency Version Upgrade"
HF Discussion,LMFResearchSociety/CheckpointArchive-5,"Improper authentication and authorization, Platform API Availability/Error, Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins",", Implementation of Authentication Mechanisms"
HF Discussion,hakurei/waifu-diffusion-v1-4-6,"System/Software unsafe deserialization, System/software arbitrary code execution,",
HF Discussion,nvidia/Llama3-ChatQA-1.5-70B-1,"Flawed or insecure prompt/template design, Model input manipulations and evasions",Secure Prompt Formatting Techniques
HF Discussion,microsoft/phi-2-61,"Harmful/Undesired model output, ","Secure Prompt Formatting Techniques, "
HF Discussion,jinaai/jina-embeddings-v2-small-en-19,"System/software arbitrary code execution, Use of untrusted dependency sources,  , File format and loading incompatibility, ","Secure Code Execution Implementation, Secure Deployment Strategies, , Modify configurations for enhanced security"
HF Discussion,Trelis/Mistral-7B-Instruct-v0.1-function-calling-v2-6,"Deployment misconfigurations, Harmful/Undesired model output, System resource exhaustions, System/software arbitrary code execution	","Modify configurations for enhanced security, "
HF Discussion,lllyasviel/sd_control_collection-20,System/Software unsafe deserialization,
HF Discussion,FoodDesert/Boring_Embeddings-2,"Limited capabilities of security tools, Flawed or insecure prompt/template design	",", "
HF Discussion,John6666/bigaspv2lustify-v10-sdxl-1,", Platform API Availability/Error","Component Removal/Replacement, "
HF Discussion,dataautogpt3/ProteusV0.1-1,"System resource exhaustions, File format and loading incompatibility, Deployment misconfigurations	",Secure Model Format Adoption
HF Discussion,turboderp/Mistral-Nemo-Instruct-12B-exl2-1,"Harmful/Undesired model output, File format and loading incompatibility, Software Dependencies Compatibility Issues, Flawed or insecure prompt/template design",
HF Discussion,TheBloke/Llama-2-7B-Chat-GGUF-18,"Unsafe memory usage, System resource exhaustions, Software Dependencies Compatibility Issues",
HF Discussion,TheBloke/Mistral-7B-Instruct-v0.1-GGUF-20,"Deployment misconfigurations,  	","Modify configurations for enhanced security, Secure Communication Protocol Usage, "
HF Discussion,philschmid/openai-whisper-endpoint-3,"Insecure communication due to missing certificates or protocols, Platform API Availability/Error	",
HF Discussion,urchade/gliner_base-7,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations,  	",
HF Discussion,enhanceaiteam/Flux-Uncensored-V2-3,"Platform API Availability/Error, Improper authentication and authorization	",
HF Discussion,bigscience/bloom-107,"Software Dependencies Compatibility Issues,  , Environmental Compatibility Issues	",", Dependency Version Upgrade,"
HF Discussion,codellama/CodeLlama-70b-Instruct-hf-12,"Flawed or insecure prompt/template design, Harmful/Undesired model output, Failure of Model Generation Control Parameters","Secure Prompt Formatting Techniques, Modify configurations for enhanced security, "
HF Discussion,bigscience/bloomz-1b1-10,"Flawed or insecure prompt/template design, Harmful/Undesired model output","Secure Prompt Formatting Techniques, "
HF Discussion,openai/whisper-large-v2-68,Platform API Availability/Error	,
HF Discussion,EuropeanParliament/eurovoc_eu-3,"Platform API Availability/Error, Improper authentication and authorization, Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities,  	",", Dependency Version Upgrade"
HF Discussion,databricks/dbrx-instruct-11,"Improper authentication and authorization, , Platform API Availability/Error,  	","Implementation of Authentication Mechanisms, "
HF Discussion,google/gemma-7b-it-75,"Improper authentication and authorization, Deployment misconfigurations","Modify configurations for enhanced security, Modify configurations for enhanced compatibility"
HF Discussion,stabilityai/stable-video-diffusion-img2vid-xt-1-1-14,"Improper authentication and authorization, Software Dependencies Compatibility Issues	",
HF Discussion,stabilityai/stable-diffusion-3-medium-96,"Improper authentication and authorization, ,  	",Implementation of Authentication Mechanisms
HF Discussion,cognitivecomputations/dolphin-2.5-mixtral-8x7b-13,", Platform API Availability/Error",
HF Discussion,ISTA-DASLab/Mixtral-8x7b-AQLM-2Bit-1x16-hf-2,"System resource exhaustions, Deployment misconfigurations	","Dependency Version Upgrade, Modify configurations for enhanced security"
HF Discussion,google/gemma-2-9b-25,"Improper authentication and authorization, , Platform API Availability/Error,  	","Implementation of Authentication Mechanisms, Authorization & Permission Controls, "
HF Discussion,stabilityai/stable-diffusion-3-medium-diffusers-26,"Improper authentication and authorization, Deployment misconfigurations, Platform API Availability/Error	","Implementation of Authentication Mechanisms, Modify configurations for enhanced compatibility"
HF Discussion,cvssp/audioldm-m-full-1,"Harmful/Undesired model output, File format and loading incompatibility","Dependency Version Upgrade,"
HF Discussion,stabilityai/stable-diffusion-3-medium-91,System resource exhaustions,Memory Safety & Resource Management Techniques
GH Discussion,34j/so-vits-svc-fork-925,System resource exhaustions,Memory Safety & Resource Management Techniques
GH Discussion,abetlen/llama-cpp-python-245,"Flawed or insecure prompt/template design, Software Dependencies Compatibility Issues",
GH Discussion,conda-forge/miniforge-624,"Deployment misconfigurations, Using insecure (default) deployment configurations, ","Authorization & Permission Controls, Secure Deployment Strategies"
GH Discussion,danielgatis/rembg-697,"Outdated third-party dependency/package contains vulnerabilities, Software Dependencies Compatibility Issues","Dependency Version Upgrade, Component Removal/Replacement"
GH Discussion,deepset-ai/haystack-8721,Software Dependencies Compatibility Issues,
GH Discussion,huggingface/text-embeddings-inference-71,Software Dependencies Compatibility Issues,"Dependency Version Upgrade,"
GH Discussion,langchain-ai/langchain-27527,"System/software arbitrary code execution, Data tampering during deployments, Data leakages during model training/inference/usage, ,  ","User Consent and Warning Mechanisms, , Secure Code Execution Implementation"
GH Discussion,ltdrdata/ComfyUI-Manager-1245,"Deployment misconfigurations, Software Dependencies Compatibility Issues","Secure Deployment Strategies, Dependency Version Upgrade, Modify configurations for enhanced compatibility"
GH Discussion,microsoft/autogen-5136,"Deployment misconfigurations, Harmful/Undesired model output",Component Removal/Replacement
GH Discussion,microsoft/semantic-kernel-66,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations, Using insecure (default) deployment configurations","Secure Communication Protocol Usage, Modify configurations for enhanced compatibility"
GH Discussion,neonbjb/tortoise-tts-833,"Software Dependencies Compatibility Issues, System/Software unsafe deserialization, System/software arbitrary code execution, Outdated third-party dependency/package contains vulnerabilities",
GH Discussion,openvinotoolkit/nncf-2667,Software Dependencies Compatibility Issues,"Dependency Version Upgrade, Modify configurations for enhanced compatibility"
GH Discussion,comfyanonymous/ComfyUI-5301,"Environmental Compatibility Issues, Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities","Component Removal/Replacement, Dependency Version Upgrade, Modify configurations for enhanced compatibility"
GH Discussion,d8ahazard/sd_dreambooth_extension-1350,"Harmful/Undesired model output, Unreliable content filtering mechanism for model output, Using insecure (default) deployment configurations, ",User Consent and Warning Mechanisms
GH Discussion,kabachuha/sd-webui-text2video-91,"Risk of malicious codes in dependencies/plugins, System/Software unsafe deserialization, Use of untrusted dependency sources","Dependency Source Vetting and Control, Component Removal/Replacement, Adoption/Enhancment of Security Scanning & Testing Tools"
GH Discussion,langchain-ai/langchain-29376,Software Dependencies Compatibility Issues,
GH Discussion,microsoft/onnxruntime-10107," , Unsafe memory usage",", Memory Safety & Resource Management Techniques"
GH Discussion,turboderp/exllamav2-141,"System resource exhaustions, Flawed or insecure prompt/template design, Harmful/Undesired model output","Memory Safety & Resource Management Techniques, Secure Prompt Formatting Techniques"
GH Discussion,pyg-team/pytorch_geometric-8018,"System resource exhaustions, Software Dependencies Compatibility Issues, Harmful/Undesired model output",
GH Discussion,google/flax-3252,Unsafe memory usage,"Secure Code Execution Implementation, "
GH Discussion,google/jax-14267,Unsafe memory usage,", Secure Code Execution Implementation"
GH Discussion,google/jax-14278,Unsafe memory usage,"Secure Code Execution Implementation, Memory Safety & Resource Management Techniques"
GH Discussion,google/jax-15972,"System resource exhaustions, Unsafe memory usage,","Memory Safety & Resource Management Techniques,"
GH Discussion,google/jax-22706,Unsafe memory usage,"Secure Code Execution Implementation, "
GH Discussion,huggingface/diffusers-7398,"System resource exhaustions, Deployment misconfigurations","Memory Safety & Resource Management Techniques, Secure Code Execution Implementation, Modify configurations for enhanced compatibility"
GH Discussion,microsoft/onnxruntime-21701,"System resource exhaustions, Unsafe memory usage, ",
GH Discussion,microsoft/semantic-kernel-10297,"Data leakages during model training/inference/usage, Flawed or insecure prompt/template design","Secure Prompt Formatting Techniques, Implementation of Data Access Controls/Guardrails, "
GH Discussion,NVIDIA/NeMo-6350,"Software Dependencies Compatibility Issues, Harmful/Undesired model output",
GH Discussion,open-mmlab/mmagic-1199,System resource exhaustions,"Memory Safety & Resource Management Techniques, Secure Deployment Strategies"
GH Discussion,mudler/LocalAI-2420,"Deployment misconfigurations, Software Dependencies Compatibility Issues, Environmental Compatibility Issues",
GH Discussion,huggingface/diffusers-8821,Model input manipulations and evasions,"Adoption/Enhancment of Security Scanning & Testing Tools, "
GH Discussion,OpenAccess-AI-Collective/axolotl-2234,"System resource exhaustions, Deployment misconfigurations, Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution, ","Secure Deployment Strategies, Modify configurations for enhanced compatibility, Secure Code Execution Implementation, Dependency Version Upgrade"
GH Discussion,bghira/SimpleTuner-703,"Deployment misconfigurations, Using insecure (default) deployment configurations","Modify configurations for enhanced security, Implementation of Secure Default Configurations"
GH Discussion,deepset-ai/haystack-8339,Software Dependencies Compatibility Issues,
GH Discussion,langchain-ai/langchain-24562,"Software Dependencies Compatibility Issues,  , System resource exhaustions",Component Removal/Replacement
GH Discussion,langchain-ai/langchain-25675,Software Dependencies Compatibility Issues,
GH Discussion,outlines-dev/outlines-526,"Harmful/Undesired model output, Failure of Model Generation Control Parameters",
GH Discussion,opendilab/di-engine-721,"Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities",Modify configurations for enhanced compatibility
GH Discussion,google/flax-1305,"Software Dependencies Compatibility Issues, ",
GH Discussion,google/flax-1690,"System resource exhaustions,","Memory Safety & Resource Management Techniques, Modify configurations for enhanced compatibility"
GH Discussion,google/jax-12001,"Environmental Compatibility Issues,",Modify configurations for enhanced compatibility
GH Discussion,kabachuha/sd-webui-text2video-60,"File format and loading incompatibility, System/Software unsafe deserialization","Dependency Source Vetting and Control, Component Removal/Replacement"
GH Discussion,MahmoudAshraf97/whisper-diarization-64,"Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities",Dependency Version Upgrade
GH Discussion,microsoft/onnxruntime-genai-1115,"Software Dependencies Compatibility Issues, ",Secure Code Execution Implementation
GH Discussion,turboderp/exllama-61,"System resource exhaustions, Environmental Compatibility Issues","Secure Code Execution Implementation, Memory Safety & Resource Management Techniques"
GH Discussion,microsoft/BioGPT-80,"Harmful/Undesired model output, Data leakages during model training/inference/usage",
GH Discussion,chat2db/Chat2DB-710,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations, ",
GH Discussion,comfyanonymous/ComfyUI-2786,"Deployment misconfigurations, Insecure communication due to missing certificates or protocols","Modify configurations for enhanced security, Secure Communication Protocol Usage, Secure Deployment Strategies"
GH Discussion,conda-forge/miniforge-588,"Deployment misconfigurations, Software Dependencies Compatibility Issues, Using insecure (default) deployment configurations","Modify configurations for enhanced security, Modify configurations for enhanced compatibility, Secure Deployment Strategies"
GH Discussion,conda-forge/miniforge-607,"Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities, Deployment misconfigurations","Modify configurations for enhanced compatibility, Component Removal/Replacement"
GH Discussion,d8ahazard/sd_dreambooth_extension-1057,"File format and loading incompatibility, Data tampering during deployments, Software Dependencies Compatibility Issues, ","Dependency Source Vetting and Control, Component Removal/Replacement"
GH Discussion,hiyouga/LLaMA-Factory-5609,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations","Secure Communication Protocol Usage, Modify configurations for enhanced compatibility"
GH Discussion,k2-fsa/icefall-1346,"Unsafe memory usage, System resource exhaustions, Security risk from deficient data quality, ",
GH Discussion,PyThaiNLP/pythainlp-571,"Deployment misconfigurations, Using insecure (default) deployment configurations,  ","Secure Deployment Strategies, Modify configurations for enhanced security, "
GH Discussion,DS4SD/docling-768,"Unauthorized data collection during usage,  Data leakages during model training/inference/usage, ","User Consent and Warning Mechanisms, Implementation of Data Access Controls/Guardrails,  "
GH Discussion,explosion/healthsea-4,"Deployment misconfigurations, Software Dependencies Compatibility Issues","Modify configurations for enhanced security, Modify configurations for enhanced compatibility"
GH Discussion,ggerganov/ggml-816,"Unsafe memory usage, File format and loading incompatibility,",Memory Safety & Resource Management Techniques
GH Discussion,open-compass/opencompass-967,"System resource exhaustions, Deployment misconfigurations","Modify configurations for enhanced security, Modify configurations for enhanced compatibility"
GH Discussion,open-mmlab/mmyolo-1032,"System resource exhaustions, Environmental Compatibility Issues, Deployment misconfigurations","Modify configurations for enhanced compatibility, Modify configurations for enhanced security, Memory Safety & Resource Management Techniques"
GH Discussion,allenai/allennlp-5387,Harmful/Undesired model output,Implementation of Content Safety Filters/Checkers
GH Discussion,allenai/allennlp-5424,Harmful/Undesired model output,", Implementation of Content Safety Filters/Checkers"
GH Discussion,allenai/allennlp-5603,"System resource exhaustions, Deployment misconfigurations","Memory Safety & Resource Management Techniques, Secure Deployment Strategies"
GH Discussion,google/jax-18367," Software Dependencies Compatibility Issues, Outdated third-party dependency/package contains vulnerabilities",Dependency Source Vetting and Control
GH Discussion,Winfredy/SadTalker-443,"System/Software unsafe deserialization, Outdated third-party dependency/package contains vulnerabilities, ",Secure Model Format Adoption
GH Discussion,tloen/alpaca-lora-614,"File format and loading incompatibility, System/Software unsafe deserialization",
GH Discussion,TheLastBen/fast-stable-diffusion-2745,"File format and loading incompatibility, Software Dependencies Compatibility Issues, ",Dependency Source Vetting and Control
GH Discussion,SWivid/F5-TTS-662,"Deployment misconfigurations, Software Dependencies Compatibility Issues",
GH Discussion,rwightman/pytorch-image-models-2148,"Deployment misconfigurations, Using insecure (default) deployment configurations	","Modify configurations for enhanced compatibility, Secure Deployment Strategies, Modify configurations for enhanced security"
GH Discussion,google/jax-19496,"System resource exhaustions, ",
GH Discussion,hiyouga/LLaMA-Efficient-Tuning-4721,"Flawed or insecure prompt/template design, Software Dependencies Compatibility Issues",Implementation of Content Safety Filters/Checkers
GH Discussion,langchain-ai/langchain-29582,"Software Dependencies Compatibility Issues, Harmful/Undesired model output",", Component Removal/Replacement"
GH Issue,axolotl-ai-cloud/axolotl-1858,"System resource exhaustions, Unsafe memory usage, Software Dependencies Compatibility Issues","Memory Safety & Resource Management Techniques, "
GH Issue,nomic-ai/gpt4all-1082,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins, Software Dependencies Compatibility Issues, Deployment misconfigurations",
GH Issue,nomic-ai/gpt4all-3211,"Software Dependencies Compatibility Issues, Deployment misconfigurations, Harmful/Undesired model output",
GH Issue,nomic-ai/gpt4all-525,",  , Risk of malicious codes in dependencies/plugins, Software Dependencies Compatibility Issues",
GH Issue,ollama/ollama-8383,"Using insecure (default) deployment configurations, Deployment misconfigurations, Improper authentication and authorization","Implementation of Secure Default Configurations, Secure Deployment Strategies, Authorization & Permission Controls"
GH Issue,Unity-Technologies/ml-agents-5458,"System resource exhaustions, Unsafe memory usage, Software Dependencies Compatibility Issues",
GH Issue,axolotl-ai-cloud/axolotl-1181,"System resource exhaustions, Unsafe memory usage, Deployment misconfigurations",
GH Issue,vespa-engine/pyvespa-143,"Environmental Compatibility Issues, Deployment misconfigurations, Software Dependencies Compatibility Issues",Modify configurations for enhanced compatibility
GH Issue,vladmandic/automatic-2795,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins, System/Software unsafe deserialization",
GH Issue,deepseek-ai/deepseek-coder-602,"Outdated third-party dependency/package contains vulnerabilities, System/software Cross-Site Scripting, Unsafe memory usage","Dependency Version Upgrade, "
GH Issue,pytorch/pytorch-102156,"System/Software unsafe deserialization, Unsafe memory usage, System resource exhaustions,","Secure Deserialization Practices, Memory Safety & Resource Management Techniques, Input Validation and Sanitization"
GH Issue,lm-sys/FastChat-232,"Unreliable content filtering mechanism for model output, Harmful/Undesired model output, Flawed or insecure prompt/template design",Modify configurations for enhanced security
GH Issue,pytorch/pytorch-102160,"System/Software unsafe deserialization, Unsafe memory usage, System resource exhaustions,","Secure Deserialization Practices, Memory Safety & Resource Management Techniques, Input Validation and Sanitization"
GH Issue,AntonOsika/gpt-engineer-950,"Outdated third-party dependency/package contains vulnerabilities, Harmful/Undesired model output",
GH Issue,tensorflow/tensorflow-82214,"System/software arbitrary code execution, Unsafe OS command execution and environment variable handling, System/Software unsafe deserialization, Risk of malicious codes in dependencies/plugins, Use of untrusted dependency sources, , Unauthorized data collection during usage","Secure Code Execution Implementation, , Input Validation and Sanitization"
GH Issue,microsoft/Olive-83,System/software path traversal,"Input Validation and Sanitization,"
GH Issue,daswer123/xtts-api-server-61,"System/software path traversal, Unauthorized data collection during usage","Input Validation and Sanitization,"
GH Issue,AUTOMATIC1111/stable-diffusion-webui-12822,"System/software path traversal, Unauthorized data collection during usage",
GH Issue,OpenDevin/OpenDevin-1194,"System/software path traversal, Unauthorized data collection during usage",
GH Issue,langchain-ai/langchain-24382,"Software Dependencies Compatibility Issues, Harmful/Undesired model output",
GH Issue,h2oai/h2ogpt-1499,", Deployment misconfigurations, Software Dependencies Compatibility Issues",
GH Issue,gradio-app/gradio-8148,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations, Software Dependencies Compatibility Issues",
GH Issue,microsoft/autogen-4873,"System/software arbitrary code execution, System/Software unsafe deserialization, ",
GH Issue,infiniflow/ragflow-1860,"System/software arbitrary code execution, System/Software unsafe deserialization, ",
GH Issue,mosaicml/streaming-519,"System/Software unsafe deserialization,System/software arbitrary code execution","Secure Deserialization Practices, Implementation of Secure Default Configurations, User Consent and Warning Mechanisms, Secure Code Execution Implementation"
GH Issue,FAIR-Chem/fairchem-192,"System/Software unsafe deserialization, System/software arbitrary code execution","Secure Deserialization Practices, Secure Code Execution Implementation,"
GH Issue,jy0205/Pyramid-Flow-217,"Using insecure (default) deployment configurations, Deployment misconfigurations, , Exposed system details and information in APIs",
GH Issue,mcmilk/7-Zip-zstd-213,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins",
GH Issue,langchain-ai/langchain-10441,Model input manipulations and evasions,"Adoption/Enhancment of Security Scanning & Testing Tools, Implementation of Content Safety Filters/Checkers, Input Validation and Sanitization"
GH Issue,AUTOMATIC1111/stable-diffusion-webui-12698,"System/software arbitrary code execution, Exposed system details and information in APIs, System/software Request Forgery",Input Validation and Sanitization
GH Issue,deepset-ai/haystack-3521,"System/software arbitrary code execution, System/Software unsafe deserialization,","Dependency Version Upgrade, Secure Code Execution Implementation, Implementation of Secure Default Configurations, Secure Deserialization Practices"
GH Issue,cpacker/MemGPT-1230,"Improper authentication and authorization, Data leakages during model training/inference/usage,",Secure Code Execution Implementation
